Algorithm,InputSize,Time
insertion_sort,4,0.02
insertion_sort,8,0.01
insertion_sort,16,0.01
insertion_sort,32,0.01
insertion_sort,64,0.01
insertion_sort,128,0.01
insertion_sort,256,0.02
insertion_sort,512,0.02
insertion_sort,1024,0.04
insertion_sort,2048,0.14
insertion_sort,4096,0.54
insertion_sort,8192,2.16
insertion_sort,16384,8.59
insertion_sort,32768,34.07
insertion_sort,65536,136.49
insertion_sort,131072,545.62
